TP_FUNDO;CNPJ_FUNDO;DT_COMPTC;VL_TOTAL;VL_QUOTA;VL_PATRIM_LIQ;CAPTC_DIA;RESG_DIA;NR_COTST
FI;00.017.024/0001-53;2023-07-03;1093747.14;32.604175800000;1099719.03;0.00;0.00;1
FI;00.068.305/0001-35;2023-07-03;37846175.93;33.419397000000;37831838.88;0.00;999.13;6139
FI;00.071.477/0001-68;2023-07-03;2418509461.56;11.996780050000;2418336836.93;1433910.36;8366544.22;52837
FI;00.073.041/0001-08;2023-07-03;12189060.39;35.219735400000;12178116.27;0.00;10020.56;806
FI;00.089.915/0001-15;2023-07-03;17622948.51;98.355382500000;17663896.04;0.00;0.03;115
FI;00.102.322/0001-41;2023-07-03;53302664.46;5.791439600000;55031644.97;0.00;0.00;1
FI;00.180.995/0001-10;2023-07-03;138341273.48;683.842901000000;138380206.59;34080.00;96082.03;819
FI;00.185.259/0001-54;2023-07-03;489313348.58;50.673438940000;488050613.29;0.00;0.00;106
FI;00.194.256/0001-87;2023-07-03;4772066143.48;59.429408340000;4771943387.99;16809082.98;5590317.02;35
FI;00.211.294/0001-09;2023-07-03;897952524.26;28.094468900000;897908542.61;58080099.32;0.00;16
FI;00.222.725/0001-24;2023-07-03;72852063.62;4529.512961500000;72754545.46;13000.00;221937.21;1026
FI;00.222.816/0001-60;2023-07-03;1257368537.65;9759.767809000000;1257433410.00;2489990.00;3377103.04;2049
FI;00.280.302/0001-60;2023-07-03;458755868.49;5990.151112200000;458590728.35;190700.00;1291431.31;2644
FI;00.306.278/0001-91;2023-07-03;1927427590.71;23.856515500000;1926279943.83;278415.81;1223790.74;5960
FI;00.322.699/0001-06;2023-07-03;2862695294.61;17.005834600000;2861710246.31;1243000.00;8716224.08;2928
FI;00.346.750/0001-10;2023-07-03;4329454.29;40.373944892700;4371012.86;0.00;0.00;81
FI;00.360.293/0001-18;2023-07-03;52570731.27;26.791542000000;52422861.00;33469.81;56474.44;3511
FI;00.398.561/0001-90;2023-07-03;64297932.70;196.535393100000;64213831.65;1660.72;34939.93;1644
FI;00.400.490/0001-13;2023-07-03;265405962.17;52020.626402500000;265021071.00;2684.16;69475.81;1337
FI;00.463.569/0001-93;2023-07-03;26730693.98;3222.220130400000;26186616.49;0.00;0.00;4
FI;00.524.617/0001-06;2023-07-03;61793054.43;12.348504000000;61822332.93;2623.87;151396.47;1689
FI;00.539.553/0001-17;2023-07-03;385928475.29;394.711830680000;385172320.78;1829940.63;1161188.33;6758
FI;00.575.922/0001-27;2023-07-03;18823877.38;1033.302810600000;18918801.53;0.00;53805.85;197
FI;00.598.452/0001-17;2023-07-03;24980778.44;490.394154000000;24997120.68;22088.29;65494.26;204
FI;00.601.692/0001-23;2023-07-03;113896060.00;7207.143919860000;113689781.25;1000.00;4239.25;1670
FI;00.638.573/0001-45;2023-07-03;44274638.27;284.651160600000;44321340.05;0.00;0.00;7
FI;00.743.026/0001-20;2023-07-03;91350202.63;23.642660000000;91285119.33;8392.15;75167.12;1550
FI;00.756.851/0001-69;2023-07-03;3295907501.25;25.923042256000;3295687902.14;87513.62;4564513.97;181171
FI;00.777.815/0001-81;2023-07-03;139129514.12;37.824690100000;139086729.61;181842.55;233484.73;3803
FI;00.785.365/0001-79;2023-07-03;59332503.79;3.455540000000;59352511.43;0.00;0.00;19419
FI;00.793.947/0001-05;2023-07-03;54322291.24;19.767820200000;55765336.63;24452.27;48589.70;3959
FI;00.807.777/0001-62;2023-07-03;830336078.02;37.045017900000;837495161.43;91180447.52;84918864.57;1226
FI;00.809.773/0001-13;2023-07-03;39585191.25;8.156443000000;41303260.93;6667181.84;4074912.15;59
FI;00.812.433/0001-41;2023-07-03;3501479960.58;10.830257000000;3777571828.32;271358638.17;321668344.56;65320
FI;00.813.340/0001-31;2023-07-03;52413908.85;1494.032392000000;52386850.41;0.00;336.83;16158
FI;00.813.342/0001-20;2023-07-03;756080433.23;3546.748104700000;755616722.77;425289.00;877435.22;3407
FI;00.817.201/0001-86;2023-07-03;16401840.99;212.297659000000;16404657.82;0.00;8415.48;981
FI;00.817.677/0001-17;2023-07-03;213593421.63;44386.283091300000;224320761.42;11308.00;120229.08;492
FI;00.819.855/0001-49;2023-07-03;818938.86;7.760346700000;825060.20;0.00;0.00;121
FI;00.819.858/0001-82;2023-07-03;968222.13;22.739359100000;959635.30;0.00;0.00;376
FI;00.819.875/0001-10;2023-07-03;184291454.40;41668.876078400000;184256909.45;619826.00;45472.40;7
FI;00.819.880/0001-22;2023-07-03;30076127.93;13.026490400000;30086453.61;0.00;0.00;187
FI;00.819.889/0001-33;2023-07-03;62128094.87;17544.067250800000;62163965.37;4106.00;14451.51;1120
FI;00.819.901/0001-00;2023-07-03;4251623.35;18.035774500000;4245836.78;0.00;13.67;548
FI;00.819.915/0001-23;2023-07-03;116005671.81;35.906652200000;115962992.67;903000.00;283173.57;963
FI;00.819.929/0001-47;2023-07-03;11324137.11;23.346777100000;11320403.50;0.00;10922.35;622
FI;00.822.055/0001-87;2023-07-03;106208178167.14;50.996319987000;106207102614.39;11982000.00;0.00;1
FI;00.822.059/0001-65;2023-07-03;155029725.64;8.804196984000;154592647.84;200235.52;33621.13;5520
FI;00.822.954/0001-80;2023-07-03;406112597.75;14.015009000000;406065281.08;2623.87;156211.27;217
FI;00.824.198/0001-28;2023-07-03;72010701.92;30831.358860000000;73215717.19;396326.70;287443.54;584
FI;00.825.076/0001-56;2023-07-03;1024923.54;7.140453200000;1068767.51;0.00;62.79;228
FI;00.825.077/0001-09;2023-07-03;6427131.74;26.594452300000;6434994.19;0.00;0.00;255
FI;00.826.901/0001-37;2023-07-03;10425504.36;100.284583500000;10426298.56;0.00;20507.22;125
FI;00.826.903/0001-26;2023-07-03;208085383.26;69.685360600000;208031372.79;0.00;0.00;500
FI;00.826.907/0001-04;2023-07-03;27561227.97;3223.239921000000;27568136.33;0.00;0.00;127
FI;00.826.911/0001-72;2023-07-03;8160885.12;1946.894899000000;8156291.06;0.00;2146.72;685
FI;00.828.941/0001-18;2023-07-03;3122150.86;179.538518000000;3128419.98;0.00;0.00;630
FI;00.829.163/0001-81;2023-07-03;7866539.15;3705.320790000000;7873529.64;0.00;0.00;48
FI;00.829.280/0001-45;2023-07-03;2679898835.57;41101.374468000000;2677167121.67;2581112.74;5853705.25;14
FI;00.829.282/0001-34;2023-07-03;18719721.87;24402.052435000000;18730394.91;0.00;7525.34;113
FI;00.829.288/0001-01;2023-07-03;2416216531.76;395.557279000000;2415736191.39;10903975.83;12760619.67;2150
FI;00.829.292/0001-70;2023-07-03;795669711.93;36819.406212000000;795791245.30;1868013.45;44112.58;155
FI;00.832.407/0001-85;2023-07-03;5241956920.37;4393.434609000000;5272555379.75;6920840.80;13131258.45;10
FI;00.832.414/0001-87;2023-07-03;64942421.98;2462.676965000000;65041790.55;111300.00;228530.68;1292
FI;00.832.424/0001-12;2023-07-03;2514509.06;1979.347132000000;2513336.60;0.00;0.00;228
FI;00.832.431/0001-14;2023-07-03;29681049.41;2542.313649000000;29689654.12;86056.09;92445.18;990
FI;00.832.435/0001-00;2023-07-03;4658352465.58;4038.708205000000;4657826191.66;42856800.93;175838967.53;379
FI;00.832.443/0001-49;2023-07-03;49767394.91;3787.585015000000;49776029.46;2000000.00;1222807.46;49
FI;00.832.445/0001-38;2023-07-03;264049266.74;1963.717923000000;264154443.37;4502.02;524582.57;792
FI;00.832.453/0001-84;2023-07-03;3065208.13;33.983462300000;3066388.24;0.00;0.00;20
FI;00.832.587/0001-03;2023-07-03;58995624.74;32.555028550000;58934138.29;54612.00;12700.71;2403
FI;00.832.588/0001-40;2023-07-03;14614970.39;5.426354160000;16250722.28;43179.82;46813.29;1834
FI;00.832.696/0001-12;2023-07-03;31234920.32;38207.811361500000;31238396.51;0.00;15429.93;75
FI;00.833.458/0001-21;2023-07-03;43670034.78;4251.760752200000;43733031.28;0.00;0.00;3
FI;00.834.072/0001-34;2023-07-03;150788705.57;22.182948000000;150737252.00;552479.16;511019.98;12923
FI;00.834.074/0001-23;2023-07-03;32316259512.76;7.061168000000;32309151389.20;686791729.99;743829912.72;16757
FI;00.836.258/0001-22;2023-07-03;154929279.91;58.079632900000;154975258.39;0.00;0.00;1
FI;00.836.263/0001-35;2023-07-03;73572554.18;19.801721324000;73525062.76;11350.65;46802.05;1126
FI;00.838.266/0001-08;2023-07-03;7299207.32;21.992766830000;7296357.17;250.00;603.27;192
FI;00.838.267/0001-52;2023-07-03;139784048.63;9.532468570000;154572502.34;0.00;974272.31;7106
FI;00.838.269/0001-41;2023-07-03;161156264.47;24.329382000000;161150032.46;2234392.23;0.00;133
FI;00.838.868/0001-65;2023-07-03;6213813.41;36.630042000000;6224931.05;0.00;0.00;2
FI;00.840.008/0001-66;2023-07-03;61793783.12;39.241558000000;61818622.86;0.00;4508.28;992
FI;00.840.011/0001-80;2023-07-03;3663160220.91;39.630303900000;3663090776.79;89810661.56;43521213.70;18538
FI;00.842.960/0001-07;2023-07-03;40600020.74;35.027086900000;40582696.14;0.00;6301.33;277
FI;00.846.898/0001-13;2023-07-03;32233250.27;19.387737300000;32235569.40;0.00;0.00;3
FI;00.849.567/0001-37;2023-07-03;83972893.20;98419.223820500000;83978504.16;0.00;0.00;3
FI;00.852.311/0001-89;2023-07-03;27825943315.33;25.624292359000;27825561498.70;27435193.62;277368378.34;66
FI;00.856.171/0001-17;2023-07-03;137918281.61;30.088913700000;137920364.12;0.00;0.00;2
FI;00.856.751/0001-04;2023-07-03;716539457.79;9176.559271100000;716690460.43;0.00;0.00;1
FI;00.856.755/0001-92;2023-07-03;1451717471.02;3971.188802200000;1451440235.83;3663831.76;3443006.44;7052
FI;00.857.361/0001-59;2023-07-03;10172765.60;72.906855000000;10177958.98;0.00;0.00;99
FI;00.885.758/0001-54;2023-07-03;33082802.09;20.913931500000;33092768.92;2000000.00;60295.40;12
FI;00.885.760/0001-23;2023-07-03;104990648.12;9.978815200000;104863771.83;37333.06;100901.76;14933
FI;00.885.762/0001-12;2023-07-03;685508139.64;26.887189300000;686646404.93;297994.51;4877176.66;191
FI;00.888.897/0001-31;2023-07-03;319539107.74;49.405450100000;318445079.03;3919135.86;578862.33;3630
FI;00.893.531/0001-50;2023-07-03;154253557.54;3838.145761700000;154237556.34;0.00;0.00;1
FI;00.906.044/0001-85;2023-07-03;454290639.77;445.323490480000;454214806.91;0.00;351866.45;141
FI;00.947.958/0001-94;2023-07-03;68981714.04;67.494406300000;68770219.71;3862256.33;102864.25;1110
FI;00.970.059/0001-02;2023-07-03;56747777.28;35.486631300000;59705438.82;0.00;20798.35;32
FI;00.970.074/0001-50;2023-07-03;5235990948.58;40.023343800000;5234475009.95;9869215.91;403452.93;35
FI;00.973.117/0001-51;2023-07-03;80945548.39;411.324543000000;80948209.05;7777.00;0.00;35
FI;00.974.902/0001-29;2023-07-03;555571623.70;60.856764850000;578870778.84;0.00;0.00;1
FI;00.975.480/0001-06;2023-07-03;565544860.74;38.142163400000;565444689.01;469731.88;26141.67;73
FI;00.979.181/0001-40;2023-07-03;2473351.32;706.240083300000;2478794.80;0.00;0.00;2119
FI;00.982.697/0001-43;2023-07-03;94567216.22;18.396510200000;94561361.59;0.00;0.00;1
FI;00.996.200/0001-46;2023-07-03;91001157.82;16.325672000000;90373526.03;1000000.00;1485672.64;1
FI;01.045.435/0001-15;2023-07-03;1186659.25;18.279965700000;1181888.64;0.00;0.00;89
FI;01.045.437/0001-04;2023-07-03;1876686.63;18.135324100000;1876012.98;0.00;0.00;78
FI;01.063.897/0001-65;2023-07-03;498269024.23;141.754515000000;496217452.25;33880.00;30761.14;10463
FI;01.069.185/0001-53;2023-07-03;29947519.40;914.217580000000;29893511.75;675.82;0.00;1
FI;01.071.664/0001-04;2023-07-03;10511519.59;129.804218650000;10505113.90;0.00;0.00;7
FI;01.099.040/0001-03;2023-07-03;25636595.92;33.210551000000;25671306.78;0.00;0.00;2
FI;01.103.103/0001-40;2023-07-03;7244795.85;12.537438800000;7248607.70;0.00;0.00;3
FI;01.107.772/0001-90;2023-07-03;40183930.35;35.214957390000;41539378.43;0.00;246799.99;124
FI;01.111.801/0001-97;2023-07-03;1104075362.69;37.688710000000;1104098222.67;0.00;0.00;3
FI;01.114.310/0001-08;2023-07-03;45219472.05;20.674966200000;45206556.90;8000.00;114164.58;3331
FI;01.129.004/0001-37;2023-07-03;22318546882.17;330.170844000000;22318485043.70;236285726.94;267603682.03;14724
FI;01.135.345/0001-15;2023-07-03;89996289.47;123.155889000000;90022190.86;8700.00;0.00;1983
FI;01.147.626/0001-98;2023-07-03;199831902.66;10.141693852600;199743767.30;0.00;0.00;7
FI;01.147.641/0001-36;2023-07-03;664072318.16;36.373565300000;664131544.47;0.00;0.00;1
FI;01.165.780/0001-92;2023-07-03;2522535100.90;30.629211030000;2522269800.70;106082.57;2578140.70;3
FI;01.165.781/0001-37;2023-07-03;2443128551.38;23.450182000000;2442444980.71;3427577.96;5900489.22;24385
FI;01.165.792/0001-17;2023-07-03;46654210.56;14.765804890000;46642061.72;0.00;0.00;6
FI;01.165.796/0001-03;2023-07-03;35367619.40;10.799515000000;35354962.22;0.00;7052.75;1878
FI;01.171.956/0001-19;2023-07-03;4861216.32;6.677924000000;4879422.18;0.00;14734.24;198
FI;01.171.957/0001-63;2023-07-03;3733153327.57;34.484399100000;3746119939.48;8623.04;14387060.11;15
FI;01.174.068/0001-50;2023-07-03;108482608.31;54.066766000000;108522978.58;0.00;0.00;2
FI;01.197.545/0001-00;2023-07-03;104263752.94;2429.583860800000;107418660.18;127432.92;507075.69;2019
FI;01.214.092/0001-75;2023-07-03;202809590.29;29.272588400000;202682196.30;13818.54;102615.88;2608
FI;01.221.890/0001-24;2023-07-03;762158227.98;224.981147900000;762201184.33;0.00;23313.54;744
FI;01.271.827/0001-00;2023-07-03;426030840.95;323.913104000000;426098662.62;191000.00;316430.84;369
FI;01.309.845/0001-26;2023-07-03;143347455.26;42604.674319500000;143339888.43;0.00;0.00;6
FI;01.340.605/0001-94;2023-07-03;2523639.38;2837.343785000000;2522019.67;0.00;0.00;5
FI;01.353.260/0001-03;2023-07-03;1401577971.49;3.186630000000;1454544275.18;76743791.86;101376139.61;1654
FI;01.361.072/0001-27;2023-07-03;5935063.54;224.802365000000;5935512.22;0.00;0.00;62
FI;01.361.073/0001-71;2023-07-03;20721082.50;333.292373000000;20723821.43;0.00;175434.53;34
FI;01.361.074/0001-16;2023-07-03;2610096768.23;391.168621000000;2610143339.93;709325.02;4236698.27;6
FI;01.375.954/0001-41;2023-07-03;36665062.18;33.692906290000;36659927.71;19554.21;614420.13;184
FI;01.380.701/0001-66;2023-07-03;100623212.83;303.094394400000;100659933.70;0.00;302039.25;15
FI;01.392.020/0001-18;2023-07-03;32541634.79;1945.386597300000;32338986.63;16928.61;0.00;1
FI;01.392.021/0001-62;2023-07-03;782934392.70;2724.010288700000;782915135.33;443630.06;0.00;1
FI;01.410.032/0001-28;2023-07-03;6382852431.97;36.092856000000;6382724324.13;722527395.91;9000000.00;1
FI;01.424.041/0001-78;2023-07-03;117613067.84;1035.698963500000;117483449.18;0.00;0.00;1
FI;01.430.938/0001-04;2023-07-03;163119941.35;8.941338800000;128233038.01;0.00;35104699.85;1720
FI;01.433.414/0001-77;2023-07-03;35854177.75;2010.642426000000;35856264.05;900.00;200.32;274
FI;01.434.078/0001-87;2023-07-03;1171039364.36;28.686232100000;1172038925.51;0.00;2267000.00;10
FI;01.464.595/0001-07;2023-07-03;42133967.12;9.055432700000;40193110.25;0.00;2000000.00;41
FI;01.490.766/0001-64;2023-07-03;6618789.70;16.566792300000;6612336.36;0.00;0.00;721
FI;01.496.940/0001-86;2023-07-03;140015422.08;36465.765187700000;141878113.35;0.00;0.00;4
FI;01.508.152/0001-62;2023-07-03;5426029.01;1290.739617500000;5429220.36;0.00;0.00;1
FI;01.525.057/0001-77;2023-07-03;100869594.35;6.279220000000;100718686.12;14689.92;161243.68;2724
FI;01.536.201/0001-70;2023-07-03;111572092.86;36.981934000000;111567133.44;0.00;86566.95;23
FI;01.541.649/0001-82;2023-07-03;3940053.21;13.868198700000;3949065.56;0.00;0.00;123
FI;01.561.079/0001-92;2023-07-03;4040780.92;6.488864700000;4039118.30;0.00;0.00;4202
FI;01.562.582/0001-62;2023-07-03;413791800.81;31.350526400000;413452484.57;0.00;564000.00;4
FI;01.578.474/0001-88;2023-07-03;459159771.26;3.430532000000;458017978.94;178337.84;295844.35;17299
FI;01.587.403/0001-41;2023-07-03;275115814.70;24.636100010000;275097907.16;345838.57;2456205.28;2134
FI;01.590.019/0001-06;2023-07-03;4557910.69;1.220057000000;4554985.89;0.00;0.00;23
FI;01.591.605/0001-67;2023-07-03;4483225207.19;302.922581000000;4482842843.82;159373.18;4159521.12;13
FI;01.597.187/0001-15;2023-07-03;92653901961.44;312.323712000000;92648220258.21;901227321.17;860170480.36;45
FI;01.597.275/0001-17;2023-07-03;1577665688.47;360.462583000000;1563487273.47;4915200.00;4617264.51;5
FI;01.599.628/0001-18;2023-07-03;4556350221.24;3987.059119000000;4556381658.17;91123540.26;117632851.64;881
FI;01.603.578/0001-03;2023-07-03;13783366.24;15.602022900000;13759889.08;0.00;0.00;1
FI;01.605.280/0001-24;2023-07-03;32151643.11;17.492655100000;32130137.58;23200.00;41735.37;484
FI;01.606.509/0001-45;2023-07-03;48371837.79;2169.917820300000;48158254.01;6268.35;0.00;1
FI;01.606.543/0001-10;2023-07-03;215392813.97;13.251324100000;215299630.34;67605.87;91720.28;4713
FI;01.606.544/0001-64;2023-07-03;19248561.58;12.021910700000;19254487.81;21500.00;0.00;372
FI;01.606.545/0001-09;2023-07-03;613989392.88;25.084375700000;632976331.94;383428.48;626986.81;1855
FI;01.606.546/0001-53;2023-07-03;143752577.13;15.820724800000;147437706.50;45222.52;137673.35;7268
FI;01.606.552/0001-00;2023-07-03;2141157297.36;34.872333300000;2141591396.21;12256370.03;763647.06;21
FI;01.608.399/0001-50;2023-07-03;75871945.96;55.976491300000;77195237.15;0.00;0.00;188
FI;01.608.572/0001-10;2023-07-03;12553221472.49;29.915250592000;12553039628.48;310049.31;14967109.48;7
FI;01.608.573/0001-65;2023-07-03;71771672106.80;18.697405890000;71771378259.07;1412219835.48;2748624732.11;34
FI;01.613.104/0001-34;2023-07-03;14825377.84;25.932756000000;14828947.12;0.00;0.00;18
FI;01.615.744/0001-83;2023-07-03;4940353144.35;274.362169400000;4939259704.73;6880481.56;14185196.08;654
FI;01.616.137/0001-38;2023-07-03;1383750.45;2693.998578000000;1382576.10;0.00;0.00;1
FI;01.620.027/0001-40;2023-07-03;17131117.69;138.018165100000;17130508.99;0.00;0.00;3
FI;01.620.606/0001-92;2023-07-03;2925460.59;24289.690378900000;2949049.20;0.00;2002.44;3
FI;01.622.154/0001-88;2023-07-03;969527404.43;3931.739349390000;969812923.63;27286300.80;0.00;1
FI;01.623.379/0001-59;2023-07-03;641870387.99;31.679770300000;641938253.26;0.00;0.00;1
FI;01.623.389/0001-94;2023-07-03;18066769.60;24.448492000000;18560822.25;0.00;18024.26;4
FI;01.623.535/0001-81;2023-07-03;398459841.05;108.108976000000;398402867.13;0.00;0.00;216
FI;01.623.538/0001-15;2023-07-03;34638508.51;278.283877000000;34688544.67;0.00;0.00;1
FI;01.623.857/0001-20;2023-07-03;24386050.81;186.745077600000;24379532.07;0.00;101976.11;56
FI;01.624.111/0001-31;2023-07-03;17037844.26;24.555123000000;17045998.50;0.00;3171.69;189
FI;01.624.178/0001-76;2023-07-03;6858760.20;237.035270000000;6868940.80;0.00;0.00;8
FI;01.624.316/0001-17;2023-07-03;22313304012.60;237.461705000000;22311062544.88;251102772.41;390588431.01;48
FI;01.625.681/0001-46;2023-07-03;17485043.35;179.562831000000;17506294.74;0.00;22.46;560
FI;01.625.682/0001-90;2023-07-03;412767559.73;4883.481809800000;412787636.07;0.00;0.00;2
FI;01.626.956/0001-66;2023-07-03;287295850.81;44913.192708000000;287353784.59;0.00;0.00;2
FI;01.626.961/0001-79;2023-07-03;1478271148.98;30461.047159000000;1479508187.47;29750000.00;0.00;3
FI;01.627.516/0001-23;2023-07-03;677049432.80;22.754281900000;676738012.34;7936440.25;6745495.59;32478
FI;01.630.152/0001-30;2023-07-03;605816113.57;15037.499956100000;607395572.42;0.00;0.00;2
FI;01.630.558/0001-13;2023-07-03;44235031510.07;215.257628400000;44222177596.19;137236580.74;40909702.31;27
FI;01.634.642/0001-05;2023-07-03;1019832349.28;43.288042086800;1020082274.64;0.00;0.00;1
FI;01.643.271/0001-28;2023-07-03;79253645.54;30274.487351300000;79907439.80;0.00;0.00;1
FI;01.655.956/0001-94;2023-07-03;1852286824.38;30.463217600000;1851936522.77;9472.30;1657467.98;6
FI;01.656.101/0001-88;2023-07-03;298360070.40;57.081491700000;298343008.81;0.00;0.00;119
FI;01.675.497/0001-00;2023-07-03;234624953.04;204.131293300000;234030943.72;216.00;25072.69;16591
FI;01.678.491/0001-97;2023-07-03;3137702.95;14.019254700000;3118590.20;0.00;0.00;141
FI;01.699.688/0001-02;2023-07-03;276892461.95;18.815963100000;279249878.77;49351.56;1102527.70;33
FI;01.723.830/0001-00;2023-07-03;1175481.06;22.762757200000;1175038.75;0.00;0.00;23
FI;01.745.808/0001-60;2023-07-03;140450217.40;69639.659694300004;140235897.48;0.00;0.00;78
FI;01.753.087/0001-30;2023-07-03;62545290.66;22987.588584706900;64406198.28;0.00;0.00;177
FI;01.757.217/0001-03;2023-07-03;3053856.43;26.866130000000;3062441.42;0.00;0.00;22
FI;01.776.200/0001-01;2023-07-03;24264585.32;7.217719700000;25255142.75;200.00;1574.25;4868
FI;01.789.400/0001-90;2023-07-03;8066867.82;11867.633251800000;7995917.12;58846.00;0.00;2
FI;01.822.655/0001-08;2023-07-03;2329820379.94;25.274050000000;2328587651.71;19255680.27;33128096.94;5723
FI;01.823.373/0001-25;2023-07-03;737337914.48;31.268141260000;736136476.19;569806.36;1320165.87;14125
FI;01.873.685/0001-43;2023-07-03;3283415166.57;32.131045919000;3283368819.45;0.00;509000.00;1
FI;01.884.229/0001-07;2023-07-03;983815909.15;27.387322800000;983615245.17;0.00;1600000.00;1
FI;01.889.170/0001-31;2023-07-03;53027667.82;1902.375697000000;53052655.91;250000.00;6554603.77;13
FI;01.912.197/0001-06;2023-07-03;9880384806.53;10230.722697600000;9901289500.65;0.00;0.00;1
FI;01.960.341/0001-71;2023-07-03;19055121.70;4.826054800000;19795208.51;0.00;4732.46;9540
FI;01.972.663/0001-30;2023-07-03;17878882.45;186.388540000000;17883171.18;0.00;65110.11;15
FI;01.975.502/0001-09;2023-07-03;947620762.26;493.236620000000;947596371.67;21508000.00;0.00;2
FI;01.978.445/0001-03;2023-07-03;9867202.23;18.106497810000;9786699.10;5000.00;0.00;517
FI;01.996.007/0001-78;2023-07-03;4332594375.38;19.813871263000;4332424361.34;0.00;6285929.73;53895
FI;02.010.147/0001-98;2023-07-03;1469665393.55;10.543663866000;1469586280.47;10156918.37;27106282.38;1428
FAPI;02.010.153/0001-45;2023-07-03;16617666.58;13.841127579000;16574665.12;153.90;0.00;385
FI;02.020.528/0001-58;2023-07-03;270909307.23;17.146089000000;269840622.13;198492.56;613413.25;8514
FI;02.037.763/0001-32;2023-07-03;250849403.86;7943.743326200000;250881913.52;0.00;0.00;2
FI;02.039.468/0001-15;2023-07-03;4879986.34;18917.627593510000;4641610.39;0.00;0.00;10
FI;02.081.341/0001-64;2023-07-03;26756614.38;9.338021800000;26766036.39;0.00;0.00;6
FI;02.097.249/0001-92;2023-07-03;38510994.33;296.068659000000;38535062.66;1100.00;25513.77;658
FI;02.097.252/0001-06;2023-07-03;23270061.39;480.264402000000;23287371.40;0.00;0.00;61
FI;02.097.253/0001-50;2023-07-03;167546657.61;157.221798000000;165487551.27;7562.91;250000.00;5
FI;02.117.671/0001-62;2023-07-03;88606986.12;30.537215000000;88612514.23;0.00;0.00;1
FI;02.127.428/0001-25;2023-07-03;32115277.87;8739.298780600000;32107607.49;0.00;0.00;1
FI;02.131.724/0001-08;2023-07-03;38743665.52;16.790650000000;39005031.25;160600.00;0.00;1184
FI;02.131.725/0001-44;2023-07-03;21158464.67;7.663830000000;21456389.45;100.00;32792.30;580
FI;02.138.442/0001-24;2023-07-03;35617621.46;13680.941520400000;36037250.16;0.00;0.00;267
FI;02.143.194/0001-00;2023-07-03;209479491.76;16.229848000000;209473906.93;0.00;0.00;1
FI;02.145.108/0001-06;2023-07-03;277195390.04;1537.831670600000;277172294.00;0.00;5700000.00;1
FI;02.162.620/0001-52;2023-07-03;80868458.23;25.681824700000;80756456.89;0.00;0.00;32
FI;02.171.479/0001-54;2023-07-03;39075240.45;12.395137800000;39075411.48;0.00;20520.45;859
FAPI;02.177.812/0001-32;2023-07-03;71187203.67;7.227233000000;71265543.32;5120.50;0.00;19007
FAPI;02.177.815/0001-76;2023-07-03;2018990.16;6.535287000000;2065622.58;210.00;0.00;371
FAPI;02.185.027/0001-21;2023-07-03;527044136.86;8.255609000000;526824830.92;7084.71;63522.97;471957
FI;02.190.541/0001-55;2023-07-03;261701121.65;184.270061000000;261689438.20;0.00;0.00;1
FI;02.198.411/0001-69;2023-07-03;84955293.49;249.819450000000;84855723.63;1004445.54;15867.40;1
FI;02.201.163/0001-68;2023-07-03;3465893422.23;21.538357000000;3465362756.24;10270721.49;9139015.84;8018
FI;02.201.164/0001-02;2023-07-03;209921795.62;15.537202000000;209874204.69;3313409.33;371743.21;5631
FI;02.201.500/0001-17;2023-07-03;11168602.58;15.719448510000;11160111.62;0.00;0.00;2
FI;02.205.515/0001-53;2023-07-03;143143514.96;11.913198560000;154553417.97;0.00;0.00;6
FI;02.222.178/0001-02;2023-07-03;55578299.24;7.576430000000;55605074.80;1000.00;22536.07;708
FI;02.224.354/0001-45;2023-07-03;3019992552.51;235.745186800000;3019456430.48;7930641.89;11477967.37;469
FI;02.224.382/0001-62;2023-07-03;5662668532.91;264.156249200000;5646859966.76;8491177.09;15490200.00;12
FI;02.225.240/0001-10;2023-07-03;80693.46;834.800651300000;88813.23;0.00;0.00;1
FAPI;02.226.122/0001-26;2023-07-03;4531.09;4.010476000000;4531.09;0.00;0.00;75
FI;02.266.145/0001-64;2023-07-03;43997165534.59;26.467786615000;43996507182.18;0.00;0.00;2
FI;02.290.048/0001-07;2023-07-03;57879291.87;16.588555000000;57886160.81;0.00;12274.10;12215
FI;02.290.279/0001-10;2023-07-03;603303513.54;92.358887000000;604298496.64;1100.00;619781.63;5
FI;02.290.280/0001-45;2023-07-03;4018378820.70;11.927231000000;4014907658.83;2333095.71;3252268.85;1
FI;02.290.304/0001-66;2023-07-03;1077599102.72;10.505123000000;1076442401.84;670910.48;1161955.10;1
FI;02.290.305/0001-00;2023-07-03;2703616.46;146.123207000000;2704355.19;0.00;0.00;9
FI;02.294.024/0001-26;2023-07-03;144699757.71;802.925412900000;144497875.67;721283.22;292985.47;7521
FI;02.294.026/0001-15;2023-07-03;2440269886.43;2033.335776300000;2440288158.92;0.00;0.00;1
FI;02.294.033/0001-17;2023-07-03;35850502.68;1410.480564500000;35865269.28;0.00;0.00;1
FI;02.296.928/0001-90;2023-07-03;2455684015.24;11.439012322000;2455590080.61;6200000.00;1815877.80;164
FI;02.297.087/0001-36;2023-07-03;129100018.68;14.367201545000;129098991.37;0.00;56201.53;2815
FAPI;02.297.533/0001-02;2023-07-03;16862257.67;9.115598200000;16862854.73;455.00;0.00;2981
FI;02.323.746/0001-61;2023-07-03;88817161.18;14.833573000000;88783219.49;0.00;72437.92;3622
FI;02.335.944/0001-45;2023-07-03;372425924.75;21.097768200000;372089965.08;1965800.38;221247.55;52
